escenario,fpr,tpr
eps=0.5,0.33520964962665134,0.33658816771970135
eps=0.5,0.34026421596783457,0.34256174612291784
eps=0.5,0.3457782883400345,0.3457782883400345
eps=0.5,0.3504882251579552,0.35083285468121767
eps=0.5,0.35611717403790927,0.3558874210224009
eps=0.5,0.36312464101091324,0.361516369902355
eps=0.5,0.36817920735209647,0.36519241815048825
eps=0.5,0.37380815623205055,0.3702469844916714
eps=0.5,0.37966685812751294,0.374152785755313
eps=0.5,0.384606547960942,0.38058587018954626
eps=0.5,0.3896611143021252,0.3871338311315336
eps=0.5,0.39460080413555426,0.3917288914417002
eps=0.5,0.399310740953475,0.3968983342906376
eps=0.5,0.4035611717403791,0.4025272831705916
eps=0.5,0.4081562320505457,0.4066628374497415
eps=0.5,0.41275129236071223,0.41240666283744976
eps=0.5,0.417461229178633,0.41780585870189546
eps=0.5,0.42228604250430785,0.42240091901206206
eps=0.5,0.4273406088454911,0.42642159678345776
eps=0.5,0.4323951751866743,0.43136128661688683
eps=0.5,0.43744974152785754,0.4366456059735784
eps=0.5,0.4431935669155658,0.4417001723147616
eps=0.5,0.44813325674899485,0.4466398621481907
eps=0.5,0.4530729465824239,0.45134979896611144
eps=0.5,0.45720850086157383,0.4568638713383113
eps=0.5,0.46226306720275706,0.4609994256174612
eps=0.5,0.4672027570361861,0.46628374497415276
eps=0.5,0.47237219988512347,0.46995979322228604
eps=0.5,0.47800114876507754,0.47432510051694426
eps=0.5,0.48236645605973577,0.4800689259046525
eps=0.5,0.48856978747846064,0.48581275129236073
eps=0.5,0.4929350947731189,0.49167145318782307
eps=0.5,0.4976450315910396,0.4956921309592188
eps=0.5,0.502125215393452,0.5023549684089603
eps=0.5,0.5071797817346353,0.5064905226881102
eps=0.5,0.5128087306145893,0.510511200459506
eps=0.5,0.5172889144170018,0.513957495692131
eps=0.5,0.5215393452039058,0.5183228029867892
eps=0.5,0.5257897759908099,0.5237219988512349
eps=0.5,0.5316484778862722,0.5276278001148765
eps=0.5,0.5373923032739805,0.5339460080413555
eps=0.5,0.5430212521539345,0.5392303273980471
eps=0.5,0.5466973004020678,0.544055140723722
eps=0.5,0.5519816197587594,0.5493394600804136
eps=0.5,0.5564618035611717,0.5548535324526135
eps=0.5,0.5610568638713384,0.5602527283170592
eps=0.5,0.5659965537047674,0.5653072946582424
eps=0.5,0.5710511200459506,0.5696726019529006
eps=0.5,0.5753015508328547,0.5744974152785756
eps=0.5,0.5803561171740379,0.5794371051120046
eps=0.5,0.5856404365307295,0.5843767949454337
eps=0.5,0.5890867317633544,0.5896611143021252
eps=0.5,0.5931074095347502,0.5954049396898334
eps=0.5,0.5994256174612291,0.6004595060310166
eps=0.5,0.6041355542791499,0.6071223434807582
eps=0.5,0.610453762205629,0.612636415852958
eps=0.5,0.6148190695002872,0.6197587593337163
eps=0.5,0.6201033888569788,0.6242389431361287
eps=0.5,0.6245835726593911,0.6292935094773119
eps=0.5,0.6280298678920161,0.6336588167719701
eps=0.5,0.6329695577254452,0.6395175186674326
eps=0.5,0.6388282596209075,0.6443423319931074
eps=0.5,0.6442274554853532,0.6490522688110282
eps=0.5,0.6492820218265365,0.6523836875358989
eps=0.5,0.653877082136703,0.6576680068925904
eps=0.5,0.6578977599080988,0.663641585295807
eps=0.5,0.6638713383113153,0.6684663986214819
eps=0.5,0.6691556576680069,0.6742102240091902
eps=0.5,0.6750143595634692,0.6783457782883401
eps=0.5,0.6792647903503733,0.6831705916140149
eps=0.5,0.68248133256749,0.688110281447444
eps=0.5,0.688110281447444,0.693739230327398
eps=0.5,0.6935094773118897,0.6983342906375646
eps=0.5,0.6983342906375646,0.702814474439977
eps=0.5,0.7021252153934521,0.7097070649052268
eps=0.5,0.7064905226881103,0.7149913842619184
eps=0.5,0.7116599655370477,0.7199310740953475
eps=0.5,0.7167145318782309,0.724526134405514
eps=0.5,0.7219988512349225,0.7292360712234348
eps=0.5,0.7292360712234348,0.7341757610568639
eps=0.5,0.7339460080413556,0.7398047099368179
eps=0.5,0.7386559448592763,0.744055140723722
eps=0.5,0.7430212521539346,0.7488799540493969
eps=0.5,0.7469270534175761,0.7537047673750717
eps=0.5,0.7527857553130385,0.7580700746697301
eps=0.5,0.7572659391154509,0.7623205054566341
eps=0.5,0.7609419873635841,0.7695577254451464
eps=0.5,0.7651924181504882,0.7742676622630672
eps=0.5,0.7703618609994256,0.7792073520964963
eps=0.5,0.7764503159103964,0.7829982768523837
eps=0.5,0.7817346352670879,0.7890867317633544
eps=0.5,0.7873635841470419,0.7942561746122918
eps=0.5,0.792303273980471,0.7996553704767375
